"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"23610",21," Private",26842," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States",TRUE
"20909",55," Private",342121," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7641",44," Private",99203," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"21706",35," Private",285102," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Taiwan",FALSE
"13545",31," Private",113364," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,55," United-States",TRUE
"454",42," Private",197583," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," ?",FALSE
"4473",46," Private",117502," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",TRUE
"9291",59," Private",191965," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",3908,0,28," United-States",TRUE
"13706",27," Private",167031," Bachelors",13," Never-married"," Prof-specialty"," Unmarried"," Other"," Female",0,0,33," United-States",TRUE
"18595",37," Private",103925," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,68," United-States",TRUE
"15906",62," Self-emp-not-inc",159939," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,35," United-States",TRUE
"4822",47," Private",216734," Bachelors",13," Divorced"," Sales"," Unmarried"," White"," Female",0,0,50," United-States",TRUE
"11510",74," Private",183701," 10th",6," Widowed"," Other-service"," Not-in-family"," Black"," Female",0,0,6," United-States",TRUE
"1322",20," Private",114874," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"12181",26," Private",174921," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"25226",61," ?",124648," 10th",6," Divorced"," ?"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"5963",38," State-gov",107164," Some-college",10," Separated"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"26890",53," Private",386773," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States",FALSE
"19395",58," Local-gov",318537," 12th",8," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",TRUE
"3003",38," Private",34996," Some-college",10," Separated"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"13028",35," Private",52738," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,46," United-States",TRUE
"11557",39," Private",324231," HS-grad",9," Widowed"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"30065",23," Private",197666," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,24," Greece",TRUE
"8905",38," Federal-gov",307404," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"20154",46," Private",266337," Assoc-voc",11," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"9631",31," Local-gov",189269," HS-grad",9," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"2165",47," ?",331650," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,8," United-States",FALSE
"14029",43," Self-emp-not-inc",227298," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",TRUE
"20380",61," Private",72442," 11th",7," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",FALSE
"27243",39," Private",210991," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"30063",34," Private",140571," Assoc-voc",11," Divorced"," Tech-support"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"5210",25," ?",262245," Assoc-voc",11," Never-married"," ?"," Own-child"," White"," Female",3418,0,40," United-States",TRUE
"10547",78," ?",33186," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,60," United-States",TRUE
"2920",40," Private",146659," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",FALSE
"5162",32," Private",194987," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States",TRUE
"11905",57," Private",437727," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,45," United-States",FALSE
"7815",26," Private",89648," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"8661",33," Self-emp-not-inc",116539," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"4010",59," Local-gov",236426," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"2120",39," Private",179579," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"6902",39," Private",269722," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States",TRUE
"12914",45," Private",77927," Bachelors",13," Widowed"," Other-service"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Philippines",TRUE
"551",46," Self-emp-not-inc",245724," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"12784",22," Private",464103," 1st-4th",2," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Guatemala",TRUE
"2366",47," Private",184945," Some-college",10," Separated"," Other-service"," Not-in-family"," Black"," Female",0,0,35," United-States",TRUE
"20628",34," Private",125279," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"29337",43," State-gov",30824," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"8273",62," Self-emp-not-inc",39630," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",TRUE
"27755",41," Private",174540," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,4," United-States",TRUE
"15120",35," Private",178322," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"24021",27," Private",85625," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,22," United-States",TRUE
"25547",41," Private",207779," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"24035",42," Private",36271," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"3166",27," Private",200641," 10th",6," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," Mexico",TRUE
"4956",65," Local-gov",205024," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,8," United-States",TRUE
"25669",69," Self-emp-not-inc",37745," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,8," United-States",TRUE
"4690",31," Private",152940," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"16744",17," ?",181337," 10th",6," Never-married"," ?"," Own-child"," Other"," Female",0,0,20," United-States",TRUE
"4947",24," Private",190290," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States",TRUE
"24950",36," ?",187983," HS-grad",9," Never-married"," ?"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"8852",66," Private",298834," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," Canada",TRUE
"15302",39," Private",164712," Some-college",10," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"21848",19," ?",249147," HS-grad",9," Never-married"," ?"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"12968",52," Self-emp-not-inc",146579," HS-grad",9," Divorced"," Sales"," Unmarried"," Black"," Male",0,0,40," United-States",TRUE
"24497",32," Private",113838," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",TRUE
"27041",42," Private",29393," Some-college",10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"19184",29," Private",106179," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," Canada",TRUE
"2379",25," Private",212302," Some-college",10," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"3295",43," Private",220589," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"28592",32," Private",330715," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"20144",23," Private",109307," Assoc-voc",11," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"17455",51," Private",139347," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",7688,0,40," United-States",FALSE
"19208",46," State-gov",298786," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States",TRUE
"10087",34," Self-emp-not-inc",152493," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States",TRUE
"19086",76," Private",125784," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",TRUE
"31854",28," Private",210765," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"21471",55," Self-emp-not-inc",68006," 7th-8th",4," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,60," United-States",TRUE
"31418",70," Self-emp-inc",207938," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2377,50," United-States",FALSE
"19450",37," Private",225504," Masters",14," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"7151",23," Private",200207," HS-grad",9," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",0,0,44," United-States",TRUE
"5234",49," Self-emp-inc",197332," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",TRUE
"26521",33," State-gov",43716," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," United-States",TRUE
"19928",55," Private",143266," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Male",0,0,25," United-States",TRUE
"10190",39," Self-emp-not-inc",52870," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"13331",64," Private",221343," 1st-4th",2," Divorced"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,12," United-States",TRUE
"20789",51," Private",24344," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"6084",25," Private",60485," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States",TRUE
"7353",18," ?",192399," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,60," United-States",TRUE
"24621",36," Self-emp-inc",180419," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States",TRUE
"19468",45," Self-emp-inc",32356," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,51," United-States",TRUE
"11932",32," Private",185027," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," Ireland",FALSE
"9857",40," Local-gov",233891," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,35," United-States",TRUE
"21064",64," State-gov",111795," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",FALSE
"8290",42," Self-emp-not-inc",170721," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2002,40," United-States",TRUE
"2012",23," Private",161708," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"20131",36," Local-gov",127772," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"29903",64," ?",267198," Prof-school",15," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,16," United-States",TRUE
"2717",42," State-gov",39586," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," United-States",FALSE
"5939",52," Private",124993," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,55," United-States",TRUE
"832",53," Private",194259," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",4386,0,40," United-States",FALSE
"5595",66," Private",142501," HS-grad",9," Never-married"," Other-service"," Other-relative"," Black"," Female",0,0,3," United-States",TRUE
"32005",42," Private",386175," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",FALSE
"7836",42," Local-gov",19700," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," United-States",FALSE
"29362",46," Private",164427," HS-grad",9," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,45," United-States",TRUE
"17321",40," Private",336707," Assoc-voc",11," Separated"," Craft-repair"," Not-in-family"," White"," Female",0,0,60," United-States",TRUE
"4355",53," Federal-gov",199720," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," Germany",FALSE
"9597",27," Federal-gov",105189," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",4865,0,50," United-States",TRUE
"20607",42," Self-emp-not-inc",120837," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2042,48," United-States",TRUE
"16053",51," Private",175246," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",FALSE
"20273",65," Private",143175," Some-college",10," Widowed"," Sales"," Other-relative"," White"," Female",0,0,45," United-States",TRUE
"10201",34," Private",152667," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,35," United-States",TRUE
"17239",50," Private",198681," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,70," United-States",FALSE
"18883",43," Private",462180," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,60," United-States",FALSE
"10416",48," Private",73434," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," Germany",FALSE
"23428",30," Private",169152," HS-grad",9," Never-married"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"21844",35," Private",77820," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",TRUE
"4739",25," State-gov",129200," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",0,0,40," United-States",TRUE
"682",37," Private",161141," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Portugal",FALSE
"12085",40," State-gov",269733," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"3321",46," Private",180695," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"12549",32," Private",349365," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,65," United-States",TRUE
"18764",48," Federal-gov",435503," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",FALSE
"30851",37," Local-gov",126569," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"2881",31," Private",159322," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," United-States",TRUE
"6198",42," Private",185602," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",FALSE
"24107",38," Private",190759," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"26555",35," Private",206951," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",FALSE
"10195",19," Private",299598," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,16," United-States",TRUE
"29370",62," Private",91433," 10th",6," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"12475",36," Private",133974," Assoc-voc",11," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"28704",25," Private",176729," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"8455",30," Private",169583," Bachelors",13," Married-AF-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",FALSE
"7810",53," Self-emp-not-inc",192982," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,85," United-States",TRUE
"16875",48," Private",121124," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",FALSE
"27267",46," Private",192835," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," United-States",TRUE
"17575",76," Private",278938," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," United-States",TRUE
"26870",28," Federal-gov",298661," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," Black"," Female",0,0,40," United-States",TRUE
"8659",20," Private",637080," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,25," United-States",TRUE
"22709",53," Local-gov",283602," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,40," United-States",FALSE
"25270",36," Private",171968," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"13298",39," Private",29814," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"1938",35," Private",28160," Bachelors",13," Married-spouse-absent"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"19961",37," Private",220585," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"21956",22," Private",136873," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"27935",34," Private",180714," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,2179,40," United-States",TRUE
"29411",22," Private",186573," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Female",0,0,46," United-States",TRUE
"30165",42," Private",168515," Assoc-voc",11," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"26960",32," State-gov",513416," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,10," United-States",TRUE
"31065",26," Private",212793," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"15683",21," Private",50411," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"8278",43," Private",209149," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",TRUE
"6794",23," Private",179423," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,5," United-States",TRUE
"23872",20," Private",147344," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"29990",43," Local-gov",118853," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",4386,0,99," United-States",FALSE
"8193",45," Self-emp-not-inc",160962," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States",TRUE
"7348",46," Local-gov",222115," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",99999,0,40," United-States",FALSE
"3875",22," Private",322674," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"17978",47," Private",140219," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States",TRUE
"2501",27," Private",253814," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"19750",34," Self-emp-not-inc",56460," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",0,2179,12," United-States",TRUE
"29929",47," Self-emp-not-inc",355978," Doctorate",16," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,2002,45," United-States",TRUE
"19958",59," Self-emp-not-inc",31137," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States",TRUE
"11399",49," Private",129513," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",FALSE
"26391",23," Private",216472," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"6814",22," Private",234731," HS-grad",9," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"27694",17," Private",244523," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"16217",20," Private",379198," HS-grad",9," Never-married"," Other-service"," Other-relative"," Other"," Male",0,0,40," Mexico",TRUE
"55",47," Self-emp-inc",109832," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States",TRUE
"30110",48," Private",349986," Assoc-voc",11," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"25902",37," Private",103925," Some-college",10," Never-married"," Tech-support"," Other-relative"," White"," Female",0,0,40," United-States",TRUE
"5720",37," Private",170408," Assoc-voc",11," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"27762",38," Private",192939," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"29310",45," State-gov",312678," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,38," United-States",TRUE
"1483",53," Self-emp-inc",263925," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,40," United-States",FALSE
"2850",21," Private",85088," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,37," United-States",TRUE
"6438",17," Private",191260," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",594,0,10," United-States",TRUE
"10463",25," Private",485496," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,40," United-States",TRUE
"11304",31," Private",117816," 7th-8th",4," Divorced"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,70," United-States",TRUE
"21838",40," Self-emp-not-inc",282678," Masters",14," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,20," United-States",TRUE
"11260",36," Private",111268," Assoc-acdm",12," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"13443",20," Private",131611," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,48," United-States",TRUE
"12704",69," Private",209236," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,36," United-States",TRUE
"24981",37," Private",154571," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," ?",TRUE
"5904",63," Private",68872," HS-grad",9," Married-civ-spouse"," Transport-moving"," Wife"," Asian-Pac-Islander"," Female",0,0,20," United-States",TRUE
"16277",24," Private",179627," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"18385",40," ?",224361," 9th",5," Divorced"," ?"," Unmarried"," White"," Female",0,0,5," Cuba",TRUE
"7332",35," Private",114605," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,25," United-States",TRUE
"22490",37," Self-emp-not-inc",203828," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",TRUE
"14951",51," Private",74660," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"4066",66," Private",340734," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",TRUE
"12967",23," Private",526164," Bachelors",13," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"11934",43," Federal-gov",56063," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",TRUE
"10657",40," Private",143069," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"6355",30," Private",74966," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,24," United-States",TRUE
"30280",29," Private",375482," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," England",TRUE
"14385",62," Self-emp-not-inc",71467," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States",FALSE
"8233",26," Local-gov",117833," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",4865,0,35," United-States",TRUE
"31129",56," Local-gov",268213," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," ?",FALSE
"22264",20," Private",57898," 12th",8," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"8969",61," Private",215944," 9th",5," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,25," United-States",TRUE
"11033",33," Private",348618," 5th-6th",3," Married-spouse-absent"," Transport-moving"," Unmarried"," Other"," Male",0,0,20," El-Salvador",TRUE
"25731",46," Private",249935," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," United-States",TRUE
"21771",23," Federal-gov",53245," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"12034",40," Private",213019," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,30," United-States",TRUE
"24349",39," Private",99527," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"22931",74," Self-emp-not-inc",392886," HS-grad",9," Widowed"," Farming-fishing"," Not-in-family"," White"," Female",0,0,14," United-States",TRUE
"3714",41," Private",115562," HS-grad",9," Divorced"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"17011",23," Private",53306," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States",TRUE
"13736",34," Self-emp-not-inc",209768," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7527",71," Self-emp-not-inc",238479," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,8," United-States",TRUE
"27373",23," Private",124259," Some-college",10," Never-married"," Protective-serv"," Own-child"," Black"," Female",0,0,40," United-States",TRUE
"7925",36," State-gov",112074," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States",TRUE
"24751",34," Private",182714," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,35," ?",TRUE
"30438",28," Private",403671," HS-grad",9," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,40," Mexico",TRUE
